  1        0.00       -1.41       -0.44       -0.98        1.40       -0.55       -1.73       -0.94       -0.97        1.06       -0.09
  2        1.00       -1.33       -0.19       -0.92        1.46       -0.45       -1.68       -1.09       -0.96        1.18       -0.07
  3        2.00       -1.28        0.10       -0.79        1.54       -0.40       -1.57       -1.22       -0.88        1.25       -0.06
  4        3.00       -1.24        0.40       -0.58        1.63       -0.43       -1.40       -1.31       -0.73        1.27       -0.04
  5        4.00       -1.22        0.69       -0.33        1.70       -0.53       -1.18       -1.33       -0.52        1.21       -0.03
  6        5.00       -1.18        0.93       -0.07        1.73       -0.70       -0.93       -1.30       -0.27        1.08       -0.02
  7        6.00       -1.10        1.12        0.20        1.68       -0.91       -0.66       -1.22       -0.03        0.87       -0.00
  8        7.00       -0.98        1.24        0.45        1.54       -1.13       -0.42       -1.11        0.18        0.59        0.03
  9        8.00       -0.80        1.32        0.69        1.31       -1.34       -0.20       -1.01        0.32        0.25        0.06
 10        9.00       -0.55        1.37        0.92        1.00       -1.50       -0.02       -0.95        0.38       -0.12        0.11
 11       10.00       -0.24        1.42        1.14        0.62       -1.62        0.11       -0.94        0.35       -0.50        0.14
 12       11.00        0.10        1.48        1.37        0.21       -1.67        0.21       -0.97        0.26       -0.89        0.15
 13       12.00        0.47        1.58        1.59       -0.22       -1.64        0.27       -1.05        0.12       -1.25        0.11
 14       13.00        0.84        1.72        1.79       -0.62       -1.53        0.31       -1.15       -0.04       -1.57        0.03
 15       14.00        1.16        1.89        1.96       -0.95       -1.31        0.31       -1.26       -0.18       -1.81       -0.10
 16       15.00        1.42        2.05        2.08       -1.20       -1.01        0.28       -1.35       -0.27       -1.96       -0.27
 17       16.00        1.58        2.19        2.13       -1.33       -0.63        0.22       -1.42       -0.29       -2.00       -0.44
 18       17.00        1.63        2.27        2.12       -1.34       -0.21        0.14       -1.47       -0.23       -1.94       -0.60
 19       18.00        1.58        2.26        2.07       -1.25        0.20        0.04       -1.49       -0.10       -1.77       -0.73
 20       19.00        1.44        2.15        1.98       -1.06        0.58       -0.08       -1.49        0.06       -1.53       -0.81
 21       20.00        1.21        1.93        1.89       -0.82        0.90       -0.20       -1.46        0.23       -1.25       -0.85
 22       21.00        0.92        1.62        1.80       -0.53        1.13       -0.30       -1.40        0.38       -0.96       -0.88
 23       22.00        0.59        1.23        1.73       -0.24        1.27       -0.38       -1.28        0.49       -0.69       -0.90
 24       23.00        0.25        0.82        1.66        0.04        1.33       -0.41       -1.11        0.54       -0.49       -0.94
 25       24.00       -0.07        0.43        1.59        0.28        1.32       -0.38       -0.88        0.55       -0.37       -1.02
 26       25.00       -0.34        0.09        1.50        0.46        1.28       -0.30       -0.59        0.53       -0.32       -1.13
 27       26.00       -0.55       -0.15        1.38        0.56        1.22       -0.17       -0.26        0.50       -0.32       -1.27
 28       27.00       -0.69       -0.30        1.23        0.59        1.17       -0.00        0.09        0.48       -0.35       -1.42
 29       28.00       -0.76       -0.36        1.05        0.56        1.13        0.18        0.43        0.50       -0.37       -1.56
 30       29.00       -0.78       -0.35        0.83        0.48        1.11        0.37        0.75        0.56       -0.36       -1.68
 31       30.00       -0.76       -0.30        0.58        0.37        1.08        0.55        1.03        0.67       -0.31       -1.77
 32       31.00       -0.71       -0.23        0.33        0.23        1.04        0.70        1.27        0.83       -0.22       -1.80
 33       32.00       -0.67       -0.14        0.07        0.10        0.97        0.81        1.44        1.03       -0.10       -1.77
 34       33.00       -0.63       -0.05       -0.17       -0.01        0.86        0.86        1.56        1.26        0.03       -1.68
 35       34.00       -0.62        0.04       -0.39       -0.09        0.69        0.84        1.60        1.51        0.14       -1.50
 36       35.00       -0.63        0.13       -0.57       -0.13        0.48        0.72        1.56        1.78        0.23       -1.24
 37       36.00        2.72        0.35        0.76        0.42       -0.07        0.12       -0.96        0.72        0.36        0.45
 38       37.00        2.69        0.24        0.59        0.09       -0.07        0.04       -1.07        1.02        0.55        0.17
 39       38.00        2.53        0.10        0.36       -0.17       -0.02       -0.01       -1.18        1.26        0.69       -0.13
 40       39.00        2.26       -0.06        0.13       -0.36        0.06       -0.05       -1.27        1.40        0.77       -0.43
 41       40.00        1.93       -0.22       -0.07       -0.50        0.16       -0.09       -1.34        1.45        0.77       -0.71
 42       41.00        1.59       -0.38       -0.21       -0.59        0.26       -0.14       -1.37        1.40        0.70       -0.96
